congress,chamber,state,district,party,id,last_name,first_name,middle_name,nick_name,icpsr,born,died,nominate_dim1,nominate_dim2
106,House,MN,3,R,R000033,Ramstad,James,NA,Jim,29126,1946,NA,0.316,-0.683
106,House,NY,15,D,R000053,Rangel,Charles,B.,NA,13035,1930,NA,-0.514,-0.341
106,NA,NA,NA,NA,R000122,Reed,John,F.,Jack,NA,NA,NA,NA,NA
106,House,OH,16,R,R000141,Regula,Ralph,Straus,NA,14045,1924,NA,0.221,-0.223
106,NA,NA,NA,NA,R000146,Reid,Harry,NA,NA,NA,NA,NA,NA,NA
106,House,TX,16,D,R000170,Reyes,Silvestre,NA,NA,29764,1944,NA,-0.321,0.304
106,House,NY,27,R,R000569,Reynolds,Thomas,M.,NA,29928,1950,NA,0.349,0.009
106,House,AL,3,R,R000258,Riley,Robert,NA,NA,29700,1944,NA,0.433,0.692
106,House,MI,13,D,R000281,Rivers,Lynn,Nancy,NA,29531,1956,NA,-0.383,-0.453
106,NA,NA,NA,NA,R000295,Robb,Charles,Spittal,NA,NA,NA,NA,NA,NA
106,NA,NA,NA,NA,R000307,Roberts,Charles,Patrick,Pat,NA,NA,NA,NA,NA
106,NA,NA,NA,NA,R000361,Rockefeller,John,Davison,Jay,NA,NA,NA,NA,NA
106,House,TX,28,D,R000568,Rodriguez,Ciro,D.,NA,29771,1946,NA,-0.349,0.238
106,House,IN,3,D,R000385,Roemer,Timothy,John,NA,29117,1956,NA,-0.165,0.229
106,House,CA,27,R,R000386,Rogan,James,E.,NA,29708,1957,NA,0.475,-0.088
106,House,KY,5,R,R000395,Rogers,Harold,Dallas,Hal,14854,1937,NA,0.337,0.113
106,House,CA,45,R,R000409,Rohrabacher,Dana,NA,NA,15621,1947,NA,0.626,-0.417
106,NA,NA,NA,NA,R000417,Romero-Barcelo,Carlos,A.,NA,NA,NA,NA,NA,NA
106,House,FL,18,R,R000435,Ros-Lehtinen,Ileana,NA,NA,15634,1952,NA,0.244,-0.225
106,NA,NA,NA,NA,R000460,Roth,William,Victor,NA,NA,NA,NA,NA,NA
106,House,NJ,9,D,R000462,Rothman,Steven,NA,NA,29742,1952,NA,-0.352,-0.092
106,House,NJ,5,R,R000465,Roukema,Margaret,Scafati,NA,14855,1929,2014,0.162,-0.701
106,House,CA,33,D,R000486,Roybal-Allard,Lucille,NA,NA,29317,1941,NA,-0.47,-0.185
106,House,CA,39,R,R000487,Royce,Edward,Randall,NA,29321,1951,NA,0.657,-0.353
106,House,IL,1,D,R000515,Rush,Bobby,L.,NA,29346,1946,NA,-0.479,-0.203
106,House,WI,1,R,R000570,Ryan,Paul,D.,NA,29939,1970,NA,0.556,-0.25
106,House,KS,2,R,R000566,Ryun,Jim,NA,NA,29723,1947,NA,0.547,0.267
106,House,MN,5,D,S000005,Sabo,Martin,Olav,NA,14656,1938,2016,-0.516,-0.317
106,House,AZ,1,R,S000018,Salmon,Matthew,James,NA,29500,1958,NA,0.673,-0.272
106,House,CA,46,D,S000030,Sanchez,Loretta,NA,NA,29709,1960,NA,-0.367,0.025
106,House,VT,1,I,S000033,Sanders,Bernard,NA,NA,29147,1941,NA,-0.53,-0.395
106,House,TX,1,D,S000044,Sandlin,Max,A.,NA,29757,1952,NA,-0.25,0.546
106,House,SC,1,R,S000051,Sanford,Mark,NA,NA,29565,1960,NA,0.686,-0.728
106,NA,NA,NA,NA,S000059,Santorum,Richard,John,Rick,NA,NA,NA,NA,NA
106,NA,NA,NA,NA,S000064,Sarbanes,Paul,Spyros,NA,NA,NA,NA,NA,NA
106,House,OH,14,D,S000094,Sawyer,Thomas,Charles,NA,15442,1945,NA,-0.377,-0.114
106,House,NJ,3,R,S000097,Saxton,Hugh,James,NA,15112,1943,NA,0.238,-0.378
106,House,FL,1,R,S000106,Scarborough,Charles,Joseph,NA,39508,1963,NA,0.672,-0.433
106,House,CO,4,R,S000112,Schaffer,Robert,W.,NA,29711,1962,NA,0.638,0.77
106,House,IL,9,D,S001145,Schakowsky,Janice,D.,NA,29911,1944,NA,-0.606,-0.269
106,NA,NA,NA,NA,S000148,Schumer,Charles,Ellis,Chuck,NA,NA,NA,NA,NA
106,House,VA,3,D,S000185,Scott,Robert,C.,NA,39307,1947,NA,-0.45,0.016
106,House,WI,9,R,S000244,Sensenbrenner,Frank,James,NA,14657,1943,NA,0.638,-0.579
106,House,NY,16,D,S000248,Serrano,Jose,E.,NA,29134,1943,NA,-0.491,-0.377
106,NA,NA,NA,NA,S001141,Sessions,Jefferson,Beauregard,Jeff,NA,NA,NA,NA,NA
106,House,TX,5,R,S000250,Sessions,Pete,NA,NA,29759,1955,NA,0.586,0.17
106,House,AZ,4,R,S000275,Shadegg,John,B.,NA,29501,1949,NA,0.749,0.008
106,House,FL,22,R,S000303,Shaw,Eugene,Clay,NA,14860,1939,2013,0.3,-0.142
106,House,CT,4,R,S001144,Shays,Christopher,H.,NA,15449,1945,NA,0.129,-0.992
106,NA,NA,NA,NA,S000320,Shelby,Richard,C.,NA,NA,NA,NA,NA,NA
106,House,CA,24,D,S000344,Sherman,Brad,NA,NA,29707,1954,NA,-0.342,-0.147
106,House,PA,10,R,S001146,Sherwood,Don,NA,NA,29933,1941,NA,0.329,-0.005
106,House,IL,20,R,S000364,Shimkus,John,M.,NA,29718,1958,NA,0.375,0.154
106,House,MS,4,D,S001147,Shows,Clifford,Ronald,NA,29920,1947,NA,-0.092,0.996
106,House,PA,9,R,S000394,Shuster,E.,G.,Bud,14052,1932,NA,0.416,0.144
106,House,ID,2,R,S001148,Simpson,Michael,K.,NA,29910,1950,NA,0.297,0.286
106,House,VA,4,D,S000453,Sisisky,Norman,NA,NA,15060,1927,2001,-0.122,0.453
106,House,NM,2,R,S000463,Skeen,Joseph,Richard,NA,14861,1927,2003,0.301,0.034
106,House,MO,4,D,S000465,Skelton,Isaac,Newton,Ike,14451,1931,2013,-0.172,0.724
106,House,NY,28,D,S000480,Slaughter,Louise,McIntosh,NA,15444,1929,2018,-0.465,-0.104
106,NA,NA,NA,NA,S000606,Smith,Robert,C.,NA,NA,NA,NA,NA,NA
106,House,MI,7,R,S000597,Smith,Nick,H.,NA,29364,1934,NA,0.505,-0.229
106,NA,NA,NA,NA,S001142,Smith,Gordon,Harold,NA,NA,NA,NA,NA,NA
106,House,NJ,4,R,S000522,Smith,Christopher,Henry,NA,14863,1953,NA,0.165,-0.168
106,House,TX,21,R,S000583,Smith,Lamar,Seeligson,NA,15445,1947,NA,0.425,0.061
106,House,WA,9,D,S000510,Smith,Adam,NA,NA,29768,1965,NA,-0.285,-0.162
106,NA,NA,NA,NA,S000663,Snowe,Olympia,Jean,NA,NA,NA,NA,NA,NA
106,House,AR,2,D,S000672,Snyder,Victor,F.,NA,29703,1947,NA,-0.268,0.055
106,House,IN,4,R,S001143,Souder,Mark,Edward,NA,29519,1950,NA,0.435,-0.011
106,NA,NA,NA,NA,S000709,Specter,Arlen,NA,NA,NA,NA,NA,NA,NA
106,House,SC,2,R,S000718,Spence,Floyd,Davidson,NA,13042,1928,2001,0.32,0.185
106,House,SC,5,D,S000749,Spratt,John,McKee,NA,15064,1942,NA,-0.256,0.255
106,House,MI,8,D,S000770,Stabenow,Deborah,Ann,NA,29732,1950,NA,-0.343,-0.013
106,House,CA,13,D,S000810,Stark,Fortney,Hillman,Pete,14053,1931,NA,-0.631,-0.605
106,House,FL,6,R,S000822,Stearns,Clifford,Bundy,NA,15627,1941,NA,0.554,-0.075
106,House,TX,17,D,S000851,Stenholm,Charles,Walter,NA,14664,1938,NA,0.019,1
106,NA,NA,NA,NA,S000888,Stevens,Theodore,Fulton,Ted,NA,NA,NA,NA,NA
106,House,OH,6,D,S001004,Strickland,Ted,NA,NA,29747,1941,NA,-0.384,0.404
106,House,AZ,3,R,S001044,Stump,Robert,Lee,NA,14454,1927,2003,0.703,0.203
106,House,MI,1,D,S001045,Stupak,Bart,T.,NA,29360,1952,NA,-0.396,0.701
106,House,NH,1,R,S001078,Sununu,John,E.,NA,29740,1964,NA,0.473,-0.52
106,House,NY,22,R,S001149,Sweeney,John,E.,NA,29927,1955,NA,0.249,0.036
106,House,MO,2,R,T000024,Talent,James,Matthes,NA,29369,1956,NA,0.364,0.098
106,House,CO,6,R,T000458,Tancredo,Thomas,G.,NA,29907,1945,NA,0.75,-0.022
106,House,TN,8,D,T000038,Tanner,John,S.,NA,15628,1944,NA,-0.182,0.648
106,House,CA,10,D,T000057,Tauscher,Ellen,O'Kane,NA,29705,1951,NA,-0.308,-0.169
106,House,LA,3,R,T000058,Tauzin,Wilbert,Joseph,Billy,94679,1943,NA,0.341,0.16
106,House,MS,5,D,T000074,Taylor,Gary,Eugene,Gene,15637,1953,NA,-0.045,0.893
106,House,NC,11,R,T000067,Taylor,Charles,Hart,NA,29135,1941,NA,0.488,0.116
106,House,NE,2,R,T000459,Terry,Lee,Raymond,NA,29921,1962,NA,0.426,-0.067
106,NA,NA,NA,NA,T000162,Thomas,Craig,Lyle,NA,NA,NA,NA,NA,NA
106,House,CA,21,R,T000188,Thomas,William,Marshall,NA,14669,1941,NA,0.371,-0.277
106,NA,NA,NA,NA,T000457,Thompson,Fred,Dalton,NA,NA,NA,NA,NA,NA
106,House,MS,2,D,T000193,Thompson,Bennie,NA,NA,29368,1948,NA,-0.516,0.399
106,House,CA,1,D,T000460,Thompson,Michael,NA,NA,29901,1951,NA,-0.395,0.066
106,House,TX,13,R,T000238,Thornberry,William,McClellan,Mac,29572,1958,NA,0.525,0.313
106,House,SD,1,R,T000250,Thune,John,NA,NA,29754,1961,NA,0.413,0.139
106,House,FL,5,D,T000253,Thurman,Karen,L.,NA,29330,1951,NA,-0.304,0.273
106,NA,NA,NA,NA,T000254,Thurmond,James,Strom,NA,NA,NA,NA,NA,NA
106,House,KS,4,R,T000260,Tiahrt,Todd,NA,NA,29524,1951,NA,0.449,0.341
106,House,MA,6,D,T000266,Tierney,John,F.,NA,29730,1951,NA,-0.488,-0.433
106,House,PA,15,R,T000461,Toomey,Patrick,Joseph,NA,29935,1961,NA,0.641,-0.3
106,NA,NA,NA,NA,T000317,Torricelli,Robert,Guy,NA,NA,NA,NA,NA,NA
106,House,NY,10,D,T000326,Towns,Edolphus,NA,NA,15072,1934,NA,-0.519,-0.132
106,House,OH,17,D,T000350,Traficant,James,A.,NA,15121,1941,2014,-0.082,0.071
106,House,TX,2,D,T000424,Turner,Jim,NA,NA,29758,1946,NA,-0.185,0.606
106,House,CO,2,D,U000038,Udall,Mark,NA,NA,29906,1950,NA,-0.353,0.049
106,House,NM,3,D,U000039,Udall,Thomas,NA,Tom,29924,1948,NA,-0.453,0.161
106,NA,NA,NA,NA,U000014,Underwood,Robert,A.,NA,NA,NA,NA,NA,NA
106,House,MI,6,R,U000031,Upton,Frederick,Stephen,NA,15446,1953,NA,0.332,-0.379
106,House,NY,12,D,V000081,Velazquez,Nydia,M.,NA,29378,1953,NA,-0.547,-0.34
106,House,MN,4,D,V000087,Vento,Bruce,Frank,NA,14458,1940,2000,-0.472,-0.376
106,House,IN,1,D,V000108,Visclosky,Peter,NA,NA,15124,1949,NA,-0.402,0.244
106,House,LA,1,R,V000127,Vitter,David,NA,NA,29918,1961,NA,0.495,0.323
106,NA,NA,NA,NA,V000126,Voinovich,George,Victor,NA,NA,NA,NA,NA,NA
106,House,OR,2,R,W000791,Walden,Greg,NA,NA,29932,1957,NA,0.333,-0.011
106,House,NY,25,R,W000099,Walsh,James,T.,NA,15630,1947,NA,0.208,-0.19
106,House,TN,3,R,W000119,Wamp,Zachary,Paul,NA,29567,1957,NA,0.428,0.072
106,NA,NA,NA,NA,W000154,Warner,John,William,NA,NA,NA,NA,NA,NA
106,House,CA,35,D,W000187,Waters,Maxine,NA,NA,29106,1938,NA,-0.653,-0.071
106,House,OK,3,R,W000194,Watkins,Wesley,Wade,NA,29749,1938,NA,0.368,0.374
106,House,NC,12,D,W000207,Watt,Melvin,L.,NA,29383,1945,NA,-0.526,-0.155
106,House,OK,4,R,W000210,Watts,Julius,Caesar,J. C.,29556,1957,NA,0.406,0.286
106,House,CA,29,D,W000215,Waxman,Henry,Arnold,NA,14280,1939,NA,-0.473,-0.343
106,House,NY,9,D,W000792,Weiner,Anthony,D.,NA,29926,1964,NA,-0.408,-0.371
106,House,PA,7,R,W000268,Weldon,Wayne,Curtis,Curt,15447,1947,NA,0.232,-0.324
106,House,FL,15,R,W000267,Weldon,David,Joseph,NA,29509,1953,NA,0.471,0.146
106,House,IL,11,R,W000273,Weller,Gerald,C.,Jerry,29516,1957,NA,0.288,0.2
106,NA,NA,NA,NA,W000288,Wellstone,Paul,David,NA,NA,NA,NA,NA,NA
106,House,FL,19,D,W000314,Wexler,Robert,NA,NA,29715,1961,NA,-0.392,-0.193
106,House,RI,2,D,W000315,Weygand,Robert,A.,NA,29753,1948,NA,-0.33,0.183
106,House,KY,1,R,W000413,Whitfield,Wayne,Edward,Ed,29525,1943,NA,0.303,0.182
106,House,MS,1,R,W000437,Wicker,Roger,F.,NA,29534,1951,NA,0.379,0.354
106,House,NM,1,R,W000789,Wilson,Heather,NA,NA,29779,1960,NA,0.247,-0.027
106,House,WV,2,D,W000654,Wise,Robert,Ellsworth,NA,15077,1948,NA,-0.32,0.253
106,House,VA,10,R,W000672,Wolf,Frank,Rudolph,NA,14869,1939,NA,0.284,-0.213
106,House,CA,6,D,W000738,Woolsey,Lynn,C.,NA,29309,1937,NA,-0.556,-0.529
106,House,OR,1,D,W000793,Wu,David,NA,NA,29931,1955,NA,-0.37,0.031
106,NA,NA,NA,NA,W000779,Wyden,Ronald,Lee,NA,NA,NA,NA,NA,NA
106,House,MD,4,D,W000784,Wynn,Albert,Russell,NA,29355,1951,NA,-0.38,0.038
106,House,AK,1,R,Y000033,Young,Donald,Edwin,NA,14066,1933,NA,0.284,0.021
106,House,FL,10,R,Y000031,Young,Charles,William,Bill,13047,1930,2013,0.325,-0.112
107,House,HI,1,D,A000014,Abercrombie,Neil,NA,NA,15245,1938,NA,-0.432,-0.026
107,NA,NA,NA,NA,A000359,Acevedo Vila,Anibal,NA,NA,NA,NA,NA,NA,NA
107,House,NY,5,D,A000022,Ackerman,Gary,Leonard,NA,15000,1942,NA,-0.429,-0.165
107,House,AL,4,R,A000055,Aderholt,Robert,NA,NA,29701,1965,NA,0.372,0.589
107,NA,NA,NA,NA,A000069,Akaka,Daniel,Kahikina,NA,NA,NA,NA,NA,NA
107,House,MO,2,R,A000358,Akin,W.,Todd,NA,20123,1947,NA,0.612,0.235
107,NA,NA,NA,NA,A000109,Allard,A.,Wayne,NA,NA,NA,NA,NA,NA
107,House,ME,1,D,A000357,Allen,Thomas,H.,NA,29728,1945,NA,-0.4,-0.105
107,NA,NA,NA,NA,A000121,Allen,George,NA,NA,NA,NA,NA,NA,NA
107,House,NJ,1,D,A000210,Andrews,Robert,Ernest,NA,29132,1957,NA,-0.297,-0.119
107,House,TX,26,R,A000217,Armey,Richard,Keith,NA,15125,1940,NA,0.635,-0.089
107,House,CA,42,D,B001234,Baca,Joe,NA,NA,29942,1947,NA,-0.349,0.292
107,House,AL,6,R,B000013,Bachus,Spencer,T.,NA,29301,1947,NA,0.387,0.228
107,House,WA,3,D,B001229,Baird,Brian,NA,NA,29938,1956,NA,-0.342,0.257
107,House,LA,6,R,B000072,Baker,Richard,Hugh,NA,15401,1948,NA,0.423,0.022
107,House,ME,2,D,B000081,Baldacci,John,Elias,NA,29528,1955,NA,-0.333,-0.001
107,House,WI,2,D,B001230,Baldwin,Tammy,NA,NA,29940,1962,NA,-0.493,-0.14
107,House,NC,10,R,B000104,Ballenger,Cass,NA,NA,15402,1926,2015,0.464,-0.145
107,House,MI,5,D,B000134,Barcia,James,A.,NA,29363,1952,NA,-0.184,0.547
107,NA,NA,NA,NA,B001237,Barkley,Dean,NA,NA,NA,NA,NA,NA,NA
107,House,GA,7,R,B000169,Barr,Bob,NA,NA,29511,1948,NA,0.632,0.218
107,House,WI,5,D,B000177,Barrett,Thomas,M.,NA,39315,1953,NA,-0.38,-0.507
107,House,MD,6,R,B000208,Bartlett,Roscoe,Gardner,NA,29356,1926,NA,0.493,-0.091
107,House,TX,6,R,B000213,Barton,Joe,Linus,NA,15085,1949,NA,0.528,0.047
107,House,NH,2,R,B000220,Bass,Charles,Foster,NA,29538,1952,NA,0.331,-0.556
107,NA,NA,NA,NA,B000243,Baucus,Max,Sieben,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,B001233,Bayh,Evan,NA,NA,NA,NA,NA,NA,NA
107,House,CA,30,D,B000287,Becerra,Xavier,NA,NA,29316,1958,NA,-0.512,-0.283
107,NA,NA,NA,NA,B000382,Bennett,Robert,NA,NA,NA,NA,NA,NA,NA
107,House,TX,25,D,B000400,Bentsen,Kenneth,E.,NA,29574,1959,NA,-0.292,0.116
107,House,NE,1,R,B000403,Bereuter,Douglas,Kent,NA,14605,1939,NA,0.231,-0.347
107,House,NV,1,D,B001231,Berkley,Shelley,NA,NA,29922,1951,NA,-0.302,0.024
107,House,CA,26,D,B000410,Berman,Howard,Lawrence,NA,15005,1941,NA,-0.404,-0.286
107,House,AR,1,D,B000420,Berry,Robert,Marion,NA,29702,1942,NA,-0.293,0.956
107,NA,NA,NA,NA,B000444,Biden,Joseph,Robinette,Joe,NA,NA,NA,NA,NA
107,House,IL,13,R,B001232,Biggert,Judy,Borg,NA,29912,1937,NA,0.323,-0.372
107,House,FL,9,R,B000463,Bilirakis,Michael,NA,NA,15006,1930,NA,0.382,-0.219
107,NA,NA,NA,NA,B000468,Bingaman,Jesse,Francis,Jeff,NA,NA,NA,NA,NA
107,House,GA,2,D,B000490,Bishop,Sanford,Dixon,NA,29339,1947,NA,-0.283,0.463
107,House,IL,5,D,B000518,Blagojevich,Rod,R.,NA,29716,1956,NA,-0.317,-0.188
107,House,OR,3,D,B000574,Blumenauer,Earl,NA,NA,29588,1948,NA,-0.428,-0.67
107,House,MO,7,R,B000575,Blunt,Roy,NA,NA,29735,1950,NA,0.42,0.263
107,House,NY,23,R,B000586,Boehlert,Sherwood,Louis,NA,15007,1936,NA,0.103,-0.718
107,House,OH,8,R,B000589,Boehner,John,Andrew,NA,29137,1949,NA,0.513,0.04
107,NA,NA,NA,NA,B000611,Bond,Christopher,Samuel,Kit,NA,NA,NA,NA,NA
107,House,TX,23,R,B000617,Bonilla,Henry,NA,NA,39302,1954,NA,0.4,0.136
107,House,MI,10,D,B000619,Bonior,David,Edward,NA,14407,1945,NA,-0.547,-0.006
107,House,CA,44,R,B001228,Bono,Mary,NA,NA,29775,1961,NA,0.353,-0.218
107,House,AR,3,R,B001236,Boozman,John,NA,NA,20101,1950,NA,0.405,0.259
107,House,PA,3,D,B000644,Borski,Robert,Anthony,NA,15008,1948,NA,-0.416,0.406
107,House,IA,3,D,B000652,Boswell,Leonard,L.,NA,29721,1934,NA,-0.238,0.289
107,House,VA,9,D,B000657,Boucher,Frederick,C.,NA,15010,1946,NA,-0.265,0.189
107,NA,NA,NA,NA,B000711,Boxer,Barbara,NA,NA,NA,NA,NA,NA,NA
107,House,FL,2,D,B000716,Boyd,F.,Allen,NA,29713,1945,NA,-0.181,0.414
107,House,PA,1,D,B001227,Brady,Robert,A.,NA,29777,1945,NA,-0.484,0.225
107,House,TX,8,R,B000755,Brady,Kevin,Patrick,NA,29760,1955,NA,0.523,0.219
107,NA,NA,NA,NA,B000780,Breaux,John,Berlinger,NA,NA,NA,NA,NA,NA
107,House,SC,1,R,B001235,Brown,Henry,Edward,NA,20137,1935,NA,0.367,0.24
107,House,FL,3,D,B000911,Brown,Corrine,NA,NA,29328,1946,NA,-0.429,0.192
107,House,OH,13,D,B000944,Brown,Sherrod,NA,NA,29389,1952,NA,-0.428,-0.111
107,NA,NA,NA,NA,B000953,Brownback,Sam,Dale,NA,NA,NA,NA,NA,NA
107,House,TN,7,R,B000996,Bryant,Ed,NA,NA,29569,1948,NA,0.442,0.25
107,NA,NA,NA,NA,B001066,Bunning,James,Paul David,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,B001126,Burns,Conrad,NA,NA,NA,NA,NA,NA,NA
107,House,NC,5,R,B001135,Burr,Richard,M.,NA,29548,1955,NA,0.446,-0.052
107,House,IN,6,R,B001149,Burton,Danny,Lee,NA,15014,1938,NA,0.585,-0.026
107,House,IN,5,R,B001203,Buyer,Stephen,Earle,NA,29350,1958,NA,0.435,0.192
107,NA,NA,NA,NA,B001210,Byrd,Robert,Carlyle,NA,NA,NA,NA,NA,NA
107,House,AL,1,R,C000052,Callahan,Herbert,Leon,Sonny,15090,1932,NA,0.373,0.202
107,House,CA,43,R,C000059,Calvert,Ken,NA,NA,29323,1953,NA,0.35,0.223
107,House,MI,4,R,C000071,Camp,David,Lee,NA,29124,1953,NA,0.385,-0.048
107,NA,NA,NA,NA,C000077,Campbell,Ben,Nighthorse,NA,NA,NA,NA,NA,NA
107,House,UT,3,R,C000116,Cannon,Christopher,B.,NA,29766,1950,NA,0.596,0.017
107,House,VA,7,R,C001046,Cantor,Eric,NA,NA,20144,1963,NA,0.518,0.191
107,NA,NA,NA,NA,C000127,Cantwell,Maria,E.,NA,NA,NA,NA,NA,NA
107,House,WV,2,R,C001047,Capito,Shelley,Moore,NA,20146,1953,NA,0.266,0.063
107,House,CA,22,D,C001036,Capps,Lois,NA,NA,29774,1938,NA,-0.389,-0.227
107,House,MA,8,D,C001037,Capuano,Michael,Everett,NA,29919,1952,NA,-0.58,-0.082
107,House,MD,3,D,C000141,Cardin,Benjamin,Louis,NA,15408,1943,NA,-0.319,-0.223
107,NA,NA,NA,NA,C001043,Carnahan,Jean,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,C000174,Carper,Thomas,Richard,NA,NA,NA,NA,NA,NA
107,House,IN,10,D,C000191,Carson,Julia,May,NA,29720,1938,2007,-0.464,-0.156
107,House,OK,2,D,C001044,Carson,Brad,NA,NA,20132,1967,NA,-0.181,0.555
107,NA,NA,NA,NA,C001055,Case,Ed,NA,NA,NA,NA,NA,NA,NA
107,House,DE,1,R,C000243,Castle,Michael,Newbold,NA,29327,1939,NA,0.229,-0.7
107,House,OH,1,R,C000266,Chabot,Steve,NA,NA,29550,1953,NA,0.567,-0.197
107,NA,NA,NA,NA,C001040,Chafee,Lincoln,Davenport,NA,NA,NA,NA,NA,NA
107,House,GA,8,R,C000286,Chambliss,Saxby,NA,NA,29512,1943,NA,0.423,0.205
107,NA,NA,NA,NA,C000344,Cheney,Richard,Bruce,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,C000380,Christensen,Donna,Marie,NA,NA,NA,NA,NA,NA
107,House,MO,1,D,C001049,Clay,William,Lacy,NA,20147,1956,NA,-0.481,-0.078
107,House,NC,1,D,C000494,Clayton,Eva,M.,NA,29382,1934,NA,-0.459,-0.032
107,NA,NA,NA,NA,C001034,Cleland,Joseph,Maxwell,Max,NA,NA,NA,NA,NA
107,House,TN,5,D,C000503,Clement,Robert,Nelson,NA,15450,1943,NA,-0.216,0.327
107,NA,NA,NA,NA,C001041,Clinton,Hillary,Rodham,NA,NA,NA,NA,NA,NA
107,House,SC,6,D,C000537,Clyburn,James,Enos,NA,39301,1940,NA,-0.464,0.254
107,House,NC,6,R,C000556,Coble,Howard,NA,NA,15092,1931,2015,0.52,-0.081
107,NA,NA,NA,NA,C000567,Cochran,William,Thad,NA,NA,NA,NA,NA,NA
107,House,GA,3,R,C000640,Collins,Michael,Allen,Mac,29340,1944,NA,0.536,0.324
107,NA,NA,NA,NA,C001035,Collins,Susan,Margaret,NA,NA,NA,NA,NA,NA
107,House,TX,19,R,C000653,Combest,Larry,Ed,NA,15093,1945,NA,0.458,0.555
107,House,CA,18,D,C000670,Condit,Gary,Adrian,NA,15635,1948,NA,-0.103,0.3
107,NA,NA,NA,NA,C000705,Conrad,Kent,NA,NA,NA,NA,NA,NA,NA
107,House,MI,14,D,C000714,Conyers,John,NA,NA,10713,1929,NA,-0.658,-0.512
107,House,LA,5,R,C000735,Cooksey,John,NA,NA,29726,1941,NA,0.334,0.014
107,NA,NA,NA,NA,C001056,Cornyn,John,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,C001042,Corzine,Jon,Stevens,NA,NA,NA,NA,NA,NA
107,House,IL,12,D,C000794,Costello,Jerry,Francis,NA,15453,1949,NA,-0.317,0.657
107,House,CA,47,R,C000830,Cox,Charles,Christopher,NA,15601,1952,NA,0.54,-0.236
107,House,PA,14,D,C000846,Coyne,William,Joseph,NA,14808,1936,2013,-0.494,-0.119
107,NA,NA,NA,NA,C000858,Craig,Larry,Edwin,NA,NA,NA,NA,NA,NA
107,House,AL,5,D,C000868,Cramer,Robert,E.,Bud,29100,1947,NA,-0.132,0.612
107,House,IL,8,R,C000873,Crane,Philip,Miller,NA,12041,1930,2014,0.739,0.023
107,NA,NA,NA,NA,C000880,Crapo,Michael,Dean,NA,NA,NA,NA,NA,NA
107,House,FL,4,R,C001045,Crenshaw,Ander,NA,NA,20111,1944,NA,0.333,0.337
107,House,NY,7,D,C001038,Crowley,Joseph,NA,NA,29925,1962,NA,-0.412,-0.07
107,House,WY,1,R,C000962,Cubin,Barbara,L.,NA,29584,1946,NA,0.501,0.345
107,House,TX,7,R,C001048,Culberson,John,NA,NA,20139,1956,NA,0.503,0.366
107,House,MD,7,D,C000984,Cummings,Elijah,Eugene,NA,29587,1951,NA,-0.438,-0.148
107,House,CA,51,R,C000994,Cunningham,Randall,NA,Duke,29107,1941,NA,0.411,0.001
107,NA,NA,NA,NA,D000064,Daschle,Thomas,Andrew,NA,NA,NA,NA,NA,NA
107,House,CA,49,D,D000598,Davis,Susan,A.,NA,20108,1944,NA,-0.343,-0.103
107,House,VA,1,R,D000597,Davis,Jo,Ann,NA,20141,1950,2007,0.426,0.173
107,House,IL,7,D,D000096,Davis,Danny,K.,NA,29717,1941,NA,-0.486,-0.262
107,House,VA,11,R,D000136,Davis,Thomas,M.,NA,29576,1949,NA,0.282,-0.404
107,House,FL,11,D,D000114,Davis,Jim,NA,NA,29714,1957,NA,-0.278,0.025
107,NA,NA,NA,NA,D000596,Dayton,Mark,NA,NA,NA,NA,NA,NA,NA
107,House,GA,9,R,D000168,Deal,John,Nathan,NA,99342,1942,NA,0.581,0.139
107,House,OR,4,D,D000191,Defazio,Peter,Anthony,NA,15410,1947,NA,-0.428,0.006
107,House,CO,1,D,D000197,Degette,Diana,NA,NA,29710,1957,NA,-0.431,-0.31
107,House,MA,10,D,D000210,Delahunt,Bill,NA,NA,29731,1941,NA,-0.495,-0.293
107,House,CT,3,D,D000216,Delauro,Rosa,L.,NA,29109,1943,NA,-0.416,-0.117
107,House,TX,22,R,D000217,Delay,Thomas,Dale,NA,15094,1947,NA,0.593,0.059
107,House,SC,4,R,D000595,Demint,James,W.,NA,29936,1951,NA,0.7,-0.102
107,House,FL,20,D,D000275,Deutsch,Peter,R.,NA,29335,1957,NA,-0.324,-0.115
107,NA,NA,NA,NA,D000294,Dewine,Michael,NA,NA,NA,NA,NA,NA,NA
107,House,FL,21,R,D000299,Diaz-Balart,Lincoln,NA,NA,29336,1954,NA,0.243,-0.105
107,House,WA,6,D,D000327,Dicks,Norman,DeValois,NA,14413,1940,NA,-0.312,0.11
107,House,MI,16,D,D000355,Dingell,John,David,NA,2605,1926,NA,-0.448,0.313
107,NA,NA,NA,NA,D000388,Dodd,Christopher,John,NA,NA,NA,NA,NA,NA
107,House,TX,10,D,D000399,Doggett,Lloyd,Alton,NA,29571,1946,NA,-0.402,-0.313
107,NA,NA,NA,NA,D000407,Domenici,Pete,Vichi,NA,NA,NA,NA,NA,NA
107,House,CA,20,D,D000424,Dooley,Calvin,M.,NA,29105,1954,NA,-0.19,0.103
