congress,id,aauw_support_voting,aauw_support_all
102,L000274,20,20
102,L000287,100,100
102,L000295,0,0
102,L000305,0,0
102,L000342,0,0
102,L000371,0,0
102,L000381,100,80
102,L000420,100,100
102,L000479,0,0
102,L000480,100,100
102,L000507,20,20
102,L000556,20,20
102,M000015,100,100
102,M000117,20,20
102,M000133,100,100
102,M000139,0,0
102,M000174,33,20
102,M000206,100,100
102,M000249,100,100
102,M000264,20,20
102,M000291,20,20
102,M000306,60,60
102,M000342,100,100
102,M000350,0,0
102,M000388,0,0
102,M000398,100,100
102,M000399,0,0
102,M000404,100,100
102,M000432,0,0
102,M000458,0,0
102,M000473,100,100
102,M000566,20,20
102,M000573,100,100
102,M000590,60,60
102,M000684,80,80
102,M000687,100,100
102,M000692,0,0
102,M000718,0,0
102,M000725,100,100
102,M000736,80,80
102,M000794,100,100
102,M000797,100,100
102,M000834,40,40
102,M000843,80,80
102,M000844,20,20
102,M000865,0,0
102,M000881,100,100
102,M000926,0,0
102,M000933,100,100
102,M000941,100,100
102,M000999,80,80
102,M001057,100,100
102,M001088,40,40
102,M001120,20,20
102,M001130,0,0
102,N000003,100,100
102,N000009,40,40
102,N000015,40,40
102,N000016,100,100
102,N000094,75,60
102,N000163,20,20
102,N000172,0,0
102,O000001,75,60
102,O000006,20,20
102,O000007,60,60
102,O000069,100,80
102,O000085,100,100
102,O000107,20,20
102,O000108,0,0
102,O000156,100,100
102,O000159,100,100
102,O000163,0,0
102,P000005,0,0
102,P000034,100,100
102,P000047,100,100
102,P000066,0,0
102,P000099,100,100
102,P000112,100,100
102,P000148,0,0
102,P000149,100,100
102,P000152,100,100
102,P000170,100,100
102,P000197,100,100
102,P000215,60,60
102,P000229,20,20
102,P000258,20,20
102,P000259,100,100
102,P000265,0,0
102,P000326,100,100
102,P000328,100,100
102,P000444,80,80
102,P000452,20,20
102,P000523,100,100
102,P000574,40,40
102,Q000013,0,0
102,R000011,20,20
102,R000033,40,40
102,R000053,100,100
102,R000072,60,60
102,R000080,20,20
102,R000122,100,100
102,R000141,20,20
102,R000189,0,0
102,R000229,100,100
102,R000243,60,60
102,R000252,60,60
102,R000262,25,20
102,R000277,0,0
102,R000307,0,0
102,R000383,20,20
102,R000385,40,40
102,R000395,0,0
102,R000409,0,0
102,R000435,20,20
102,R000436,100,80
102,R000458,100,60
102,R000459,0,0
102,R000465,67,40
102,R000481,100,100
102,R000485,100,100
102,R000543,20,20
102,S000005,100,100
102,S000033,100,100
102,S000056,60,60
102,S000059,0,0
102,S000066,20,20
102,S000081,100,100
102,S000094,100,100
102,S000097,0,0
102,S000109,0,0
102,S000124,100,100
102,S000125,100,100
102,S000142,100,100
102,S000146,20,20
102,S000148,100,100
102,S000244,0,0
102,S000248,100,100
102,S000294,100,100
102,S000303,0,0
102,S000394,0,0
102,S000407,100,100
102,S000453,100,80
102,S000462,100,100
102,S000463,20,20
102,S000465,20,20
102,S000477,80,80
102,S000479,0,0
102,S000480,100,100
102,S000522,0,0
102,S000583,40,40
102,S000586,100,80
102,S000596,100,100
102,S000607,0,0
102,S000663,100,100
102,S000673,100,100
102,S000675,0,0
102,S000718,0,0
102,S000749,100,100
102,S000779,20,20
102,S000785,40,40
102,S000810,100,100
102,S000822,0,0
102,S000851,0,0
102,S000948,100,100
102,S001040,100,100
102,S001044,0,0
102,S001075,0,0
102,S001113,60,60
102,S001115,100,100
102,S001139,100,100
102,S001144,100,100
102,T000034,40,40
102,T000038,100,100
102,T000058,20,20
102,T000067,0,0
102,T000074,0,0
102,T000162,20,20
102,T000184,100,100
102,T000188,75,60
102,T000243,60,60
102,T000316,100,100
102,T000317,100,100
102,T000326,100,100
102,T000350,100,100
102,T000356,33,20
102,U000017,100,100
102,U000031,60,60
102,V000006,100,100
102,V000027,0,0
102,V000087,100,100
102,V000108,100,100
102,V000112,20,20
102,V000124,0,0
102,W000068,0,0
102,W000099,20,20
102,W000177,100,100
102,W000187,100,80
102,W000215,100,100
102,W000237,0,0
102,W000258,100,100
102,W000268,0,0
102,W000326,100,100
102,W000428,25,20
102,W000520,100,100
102,W000570,100,100
102,W000654,100,100
102,W000672,0,0
102,W000682,100,100
102,W000779,100,100
102,W000781,0,0
102,Y000013,100,60
102,Y000014,20,20
102,Y000031,0,0
102,Y000033,0,0
102,Z000004,60,60
102,Z000008,100,100
103,A000014,100,100
103,A000022,100,100
103,A000109,0,0
103,A000209,100,100
103,A000210,100,100
103,A000211,100,100
103,A000214,33,33
103,A000215,0,0
103,A000217,0,0
103,B000008,100,100
103,B000013,0,0
103,B000028,67,67
103,B000072,0,0
103,B000078,0,0
103,B000104,0,0
103,B000134,0,0
103,B000151,33,33
103,B000177,100,100
103,B000179,0,0
103,B000208,0,0
103,B000213,0,0
103,B000229,0,0
103,B000287,100,100
103,B000318,100,100
103,B000392,33,33
103,B000403,67,67
103,B000410,100,100
103,B000431,50,33
103,B000462,67,67
103,B000463,0,0
103,B000490,100,100
103,B000517,100,67
103,B000556,0,0
103,B000576,0,0
103,B000586,100,100
103,B000589,0,0
103,B000617,0,0
103,B000619,67,67
103,B000644,33,33
103,B000657,100,100
103,B000817,67,67
103,B000880,100,100
103,B000897,33,33
103,B000911,100,100
103,B000918,100,100
103,B000944,67,67
103,B000997,100,100
103,B001066,0,0
103,B001149,0,0
103,B001203,0,0
103,B001213,100,100
103,B001226,50,50
103,C000052,0,0
103,C000059,0,0
103,C000071,0,0
103,C000107,0,0
103,C000127,100,100
103,C000141,100,100
103,C000178,100,100
103,C000243,67,67
103,C000312,67,67
103,C000488,100,100
103,C000494,100,100
103,C000503,50,33
103,C000523,0,0
103,C000537,100,100
103,C000556,0,0
103,C000621,100,100
103,C000633,100,100
103,C000634,100,100
103,C000640,0,0
103,C000653,0,0
103,C000670,67,67
103,C000714,100,100
103,C000754,67,67
103,C000767,100,100
103,C000794,0,0
103,C000830,0,0
103,C000846,100,100
103,C000868,67,67
103,C000873,0,0
103,C000880,0,0
103,C000994,33,33
103,D000046,67,67
103,D000051,67,67
103,D000168,33,33
103,D000191,100,100
103,D000203,0,0
103,D000216,100,100
103,D000217,0,0
103,D000222,100,100
103,D000267,100,100
103,D000275,100,100
103,D000299,0,0
103,D000312,0,0
103,D000327,100,100
103,D000355,100,100
103,D000373,100,100
103,D000424,100,100
103,D000429,0,0
103,D000435,0,0
103,D000492,0,0
103,D000533,0,0
103,D000549,67,67
103,D000563,67,67
103,E000063,67,67
103,E000064,100,100
103,E000092,0,0
103,E000174,0,0
103,E000179,100,100
103,E000184,50,50
103,E000186,100,100
103,E000215,100,100
103,E000250,100,100
103,E000268,0,0
103,E000282,0,0
103,F000030,100,100
103,F000049,67,67
103,F000053,100,100
103,F000110,100,100
103,F000111,0,0
103,F000116,100,100
103,F000128,100,100
103,F000141,50,33
103,F000184,100,100
103,F000235,100,67
103,F000239,100,100
103,F000261,100,67
103,F000270,100,100
103,F000328,67,67
103,F000339,100,100
103,F000348,100,100
103,F000349,100,100
103,F000392,100,100
103,F000434,100,100
103,G000021,0,0
103,G000025,67,67
103,G000120,100,100
103,G000121,33,33
103,G000132,67,67
103,G000134,67,67
103,G000153,67,67
103,G000180,33,33
103,G000210,0,0
103,G000212,100,100
103,G000225,0,0
103,G000240,67,67
103,G000272,100,100
103,G000289,0,0
103,G000291,0,0
103,G000309,67,67
103,G000336,0,0
103,G000367,0,0
103,G000371,0,0
103,G000410,100,100
103,G000439,100,100
103,G000524,33,33
103,G000535,100,100
103,H000067,33,33
103,H000074,0,0
103,H000096,100,100
103,H000114,67,67
103,H000151,0,0
103,H000172,0,0
103,H000213,100,100
103,H000323,0,0
103,H000324,100,100
103,H000390,0,0
103,H000444,0,0
103,H000448,67,67
103,H000514,NA,0
103,H000528,0,0
103,H000621,100,100
103,H000627,100,100
103,H000652,67,67
103,H000666,33,33
103,H000670,100,100
103,H000676,0,0
103,H000707,33,33
103,H000712,0,0
103,H000789,100,100
103,H000814,67,67
103,H000874,100,100
103,H000912,67,67
103,H000930,67,67
103,H000981,0,0
103,H001015,0,0
103,H001018,0,0
103,H001022,0,0
103,I000023,0,0
103,I000024,0,0
103,I000026,100,100
103,I000047,0,0
103,J000033,100,67
103,J000070,100,100
103,J000120,100,100
103,J000126,100,100
103,J000163,100,100
103,J000174,0,0
103,J000177,67,67
103,J000187,100,100
103,K000008,33,33
103,K000009,33,33
103,K000016,0,0
103,K000110,100,100
103,K000118,100,100
103,K000172,0,0
103,K000181,0,0
103,K000210,0,0
103,K000220,0,0
103,K000259,67,67
103,K000262,100,100
103,K000270,0,0
103,K000274,67,67
103,K000288,0,0
103,K000306,67,67
103,K000312,100,100
103,K000328,100,100
103,K000352,0,0
103,L000035,100,100
103,L000045,67,67
103,L000090,100,100
103,L000098,100,100
103,L000119,50,33
103,L000155,67,67
103,L000169,67,67
103,L000225,100,67
103,L000263,100,100
103,L000267,0,0
103,L000274,0,0
103,L000287,100,100
103,L000295,0,0
103,L000305,0,0
103,L000321,0,0
103,L000342,0,0
103,L000371,0,0
103,L000381,67,67
103,L000420,50,33
103,L000480,100,100
103,L000556,0,0
103,M000015,100,100
103,M000087,100,100
103,M000100,67,67
103,M000117,50,33
103,M000129,100,100
103,M000133,100,100
103,M000206,100,100
103,M000249,100,100
103,M000291,33,33
103,M000306,33,33
103,M000342,67,67
103,M000350,0,0
103,M000388,0,0
103,M000398,100,100
103,M000399,33,33
103,M000404,100,100
103,M000466,67,67
103,M000472,100,100
103,M000477,67,67
103,M000508,0,0
103,M000523,100,100
103,M000566,100,67
103,M000590,33,33
103,M000627,100,100
103,M000628,100,100
103,M000639,100,100
103,M000684,100,100
103,M000687,100,100
103,M000689,0,0
103,M000692,0,0
103,M000720,33,33
103,M000725,100,100
103,M000794,100,100
103,M000795,100,67
103,M000797,100,100
103,M000834,100,67
103,M000843,100,100
103,M000844,0,0
103,M000865,0,0
103,M000926,0,0
103,M000933,100,100
103,M000941,100,100
103,M001088,0,0
103,M001120,33,33
103,M001130,0,0
103,M001138,0,0
103,N000002,100,100
103,N000009,50,50
103,N000015,67,67
103,N000016,50,33
103,N000172,0,0
103,O000006,0,0
103,O000007,67,67
103,O000085,100,100
103,O000107,0,0
103,O000108,33,33
103,O000159,100,100
103,O000163,0,0
103,P000005,0,0
103,P000034,100,100
103,P000066,0,0
103,P000099,100,100
103,P000148,0,0
103,P000149,100,100
103,P000152,67,67
103,P000197,100,100
103,P000215,33,33
103,P000258,0,0
103,P000259,67,67
103,P000265,0,0
103,P000326,100,100
103,P000328,100,67
103,P000419,0,0
103,P000422,67,67
103,P000444,67,67
103,P000449,0,0
103,P000452,0,0
103,P000523,100,67
103,P000555,67,67
103,Q000013,0,0
103,Q000016,0,0
103,R000011,0,0
103,R000033,67,67
103,R000053,100,100
103,R000072,33,33
103,R000122,100,100
103,R000141,33,33
103,R000178,100,100
103,R000229,100,67
103,R000243,67,67
103,R000307,0,0
103,R000385,67,67
103,R000395,0,0
103,R000409,0,0
103,R000435,0,0
103,R000436,100,100
103,R000458,67,67
103,R000459,0,0
103,R000465,100,100
103,R000481,67,67
103,R000486,100,100
103,R000487,0,0
103,R000515,100,100
103,S000005,100,100
103,S000033,100,100
103,S000056,67,67
103,S000059,0,0
103,S000066,0,0
103,S000094,100,100
103,S000097,0,0
103,S000109,0,0
103,S000119,100,100
103,S000125,67,67
103,S000142,100,100
103,S000148,100,100
103,S000185,100,100
103,S000244,0,0
103,S000248,100,67
103,S000294,50,33
103,S000303,0,0
103,S000332,100,100
103,S000394,0,0
103,S000453,100,100
103,S000462,100,100
103,S000463,50,33
103,S000465,0,0
103,S000477,67,67
103,S000480,100,100
103,S000522,0,0
103,S000583,33,33
103,S000596,100,100
103,S000597,0,0
103,S000607,0,0
103,S000663,100,100
103,S000675,0,0
103,S000718,0,0
103,S000749,67,67
103,S000810,100,67
103,S000822,0,0
103,S000851,0,0
103,S000948,100,100
103,S001004,100,100
103,S001040,100,100
103,S001044,0,0
103,S001045,33,33
103,S001075,0,0
103,S001113,50,33
103,S001115,100,100
103,S001139,100,100
103,S001144,100,100
103,T000024,0,0
103,T000038,67,67
103,T000058,0,0
103,T000067,0,0
103,T000074,0,0
103,T000113,0,0
103,T000162,0,0
103,T000188,33,33
103,T000193,100,100
103,T000243,67,67
103,T000253,67,67
103,T000314,67,67
103,T000316,100,67
103,T000317,100,100
103,T000326,100,100
103,T000350,100,100
103,T000405,67,67
103,U000017,100,100
103,U000031,33,33
103,V000006,67,67
103,V000081,100,100
103,V000087,100,100
103,V000108,67,67
103,V000112,0,0
103,V000124,0,0
103,W000068,0,0
103,W000099,0,0
103,W000177,100,100
103,W000187,100,100
103,W000207,100,100
103,W000215,100,100
103,W000268,0,0
103,W000326,100,100
103,W000428,33,33
103,W000520,100,100
103,W000570,100,100
103,W000654,100,100
103,W000672,0,0
103,W000738,100,100
103,W000779,100,100
103,W000784,100,100
103,Y000013,100,100
103,Y000031,0,0
103,Y000033,0,0
103,Z000004,67,67
103,Z000008,100,100
104,A000014,100,100
104,A000022,100,100
104,A000109,0,0
104,A000210,100,50
104,A000215,0,0
104,A000217,0,0
104,B000013,0,0
104,B000028,75,75
104,B000072,0,0
104,B000078,0,0
104,B000081,100,100
104,B000104,0,0
104,B000134,25,25
104,B000169,0,0
104,B000177,75,75
104,B000179,0,0
104,B000208,0,0
104,B000213,0,0
104,B000220,50,50
104,B000229,0,0
104,B000287,100,100
104,B000318,100,100
104,B000400,100,100
104,B000403,25,25
104,B000410,100,100
104,B000431,25,25
104,B000461,50,50
104,B000463,0,0
104,B000490,100,100
104,B000556,0,0
104,B000576,50,50
104,B000586,75,75
104,B000589,0,0
104,B000617,0,0
104,B000619,50,50
104,B000622,50,50
104,B000644,25,25
104,B000657,100,100
104,B000817,50,50
104,B000897,25,25
104,B000911,100,100
104,B000918,100,100
104,B000944,100,100
104,B000953,0,0
104,B000996,0,0
104,B000997,100,50
104,B001063,0,0
104,B001066,0,0
104,B001135,0,0
104,B001149,0,0
104,B001203,0,0
104,C000052,0,0
104,C000059,0,0
104,C000071,0,0
104,C000100,100,100
104,C000107,0,0
104,C000141,100,100
104,C000243,75,75
104,C000266,0,0
104,C000286,0,0
104,C000312,100,50
104,C000345,0,0
104,C000377,0,0
104,C000385,0,0
104,C000488,100,75
104,C000494,100,100
104,C000503,75,75
104,C000523,0,0
104,C000537,100,100
104,C000556,0,0
104,C000560,0,0
104,C000621,100,100
104,C000633,100,75
104,C000634,100,75
104,C000640,0,0
104,C000653,0,0
104,C000670,75,75
104,C000714,100,100
104,C000737,0,0
104,C000794,25,25
104,C000830,0,0
104,C000846,100,100
104,C000868,75,75
104,C000873,0,0
104,C000880,0,0
104,C000903,0,0
104,C000962,0,0
104,C000994,0,0
104,D000046,50,50
104,D000136,0,0
104,D000168,0,0
104,D000191,100,100
104,D000203,25,25
104,D000216,100,100
104,D000217,0,0
104,D000222,100,100
104,D000275,100,100
104,D000299,0,0
104,D000312,0,0
104,D000327,100,100
104,D000355,75,75
104,D000373,100,100
104,D000399,100,100
104,D000424,100,100
104,D000429,0,0
104,D000435,0,0
104,D000482,25,25
104,D000492,0,0
104,D000533,0,0
104,D000549,50,50
104,D000563,100,100
104,E000063,100,100
104,E000092,0,0
104,E000093,50,50
104,E000174,0,0
104,E000179,100,100
104,E000187,0,0
104,E000194,0,0
104,E000215,100,100
104,E000250,100,100
104,E000268,0,0
104,E000282,0,0
104,F000030,100,100
104,F000043,100,100
104,F000049,50,50
104,F000053,100,100
104,F000110,100,100
104,F000111,0,0
104,F000116,100,50
104,F000184,67,50
104,F000187,25,25
104,F000235,75,75
104,F000238,50,50
104,F000257,0,0
104,F000261,100,50
104,F000328,67,50
104,F000332,25,25
104,F000339,100,100
104,F000348,100,100
104,F000349,50,50
104,F000372,75,75
104,F000387,0,0
104,F000392,75,75
104,F000426,0,0
104,F000434,100,100
104,G000021,0,0
104,G000041,25,25
104,G000120,100,100
104,G000121,0,0
104,G000132,75,75
104,G000134,25,25
104,G000153,100,75
104,G000180,50,50
104,G000210,0,0
104,G000212,75,75
104,G000225,0,0
104,G000272,100,100
104,G000289,0,0
104,G000291,0,0
104,G000309,75,75
104,G000336,0,0
104,G000359,0,0
104,G000408,0,0
104,G000410,100,75
104,G000439,75,75
104,G000524,75,75
104,G000535,100,100
104,G000536,0,0
104,H000067,0,0
104,H000074,25,25
104,H000114,25,25
104,H000151,0,0
104,H000172,0,0
104,H000213,100,75
104,H000323,0,0
104,H000324,75,75
104,H000329,0,0
104,H000390,0,0
104,H000413,0,0
104,H000444,0,0
104,H000448,75,75
104,H000452,25,25
104,H000528,0,0
104,H000615,0,0
104,H000621,100,100
104,H000627,100,100
104,H000666,0,0
104,H000676,0,0
104,H000707,0,0
104,H000712,25,25
104,H000789,100,100
104,H000807,0,0
104,H000814,75,75
104,H000874,100,100
104,H000981,0,0
104,H001015,0,0
104,H001022,0,0
104,I000023,0,0
104,I000047,0,0
104,J000032,100,100
104,J000033,75,75
104,J000070,75,75
104,J000126,100,100
104,J000163,75,75
104,J000174,0,0
104,J000177,67,50
104,J000187,100,100
104,J000255,0,0
104,J000283,100,100
104,K000008,25,25
104,K000009,50,50
104,K000016,0,0
104,K000078,100,100
104,K000110,100,100
104,K000113,75,75
104,K000118,100,100
104,K000172,25,25
104,K000181,0,0
104,K000210,0,0
104,K000220,0,0
104,K000259,67,50
104,K000270,25,25
104,K000274,50,50
104,K000288,0,0
104,K000306,75,75
104,L000035,75,75
104,L000090,100,100
104,L000096,0,0
104,L000111,0,0
104,L000119,0,0
104,L000155,25,25
104,L000169,25,25
104,L000263,100,100
104,L000274,0,0
104,L000287,100,100
104,L000293,0,0
104,L000305,0,0
104,L000321,0,0
104,L000342,25,25
104,L000371,0,0
104,L000397,100,100
104,L000431,50,50
104,L000480,100,100
104,L000491,0,0
104,L000521,100,100
104,L000552,0,0
104,L000553,0,0
104,L000554,50,50
104,L000556,25,25
104,M000087,100,100
104,M000117,25,25
104,M000133,100,100
104,M000206,75,75
104,M000207,75,75
104,M000212,25,25
104,M000249,100,100
104,M000316,100,100
104,M000350,0,0
104,M000388,0,0
104,M000399,0,0
104,M000404,100,100
104,M000466,75,75
104,M000472,25,25
104,M000477,25,25
104,M000481,0,0
104,M000508,0,0
104,M000523,100,100
104,M000590,50,50
104,M000627,100,100
104,M000628,100,100
104,M000639,100,100
104,M000669,25,25
104,M000684,75,75
104,M000687,100,100
104,M000689,0,0
104,M000720,25,25
104,M000725,100,100
104,M000794,100,100
104,M000795,75,75
104,M000797,100,100
104,M000834,33,25
104,M000843,50,50
104,M000844,25,25
104,M000865,0,0
104,M000926,0,0
104,M000933,75,75
104,M000941,100,100
104,M001120,25,25
104,M001130,0,0
104,M001134,0,0
104,M001138,0,0
104,N000002,100,100
104,N000015,50,50
104,N000051,0,0
104,N000054,0,0
104,N000081,25,25
104,N000159,0,0
104,N000172,0,0
104,O000006,25,25
104,O000007,75,75
104,O000085,100,100
104,O000107,25,25
104,O000108,25,25
104,O000159,100,100
104,O000163,0,0
104,P000005,0,0
104,P000034,100,100
104,P000066,0,0
104,P000099,100,100
104,P000148,0,0
104,P000149,100,100
104,P000152,75,75
104,P000197,100,100
104,P000258,25,25
104,P000259,100,100
104,P000265,0,0
104,P000326,100,100
104,P000419,0,0
104,P000422,75,75
104,P000444,50,50
104,P000449,0,0
104,P000452,25,25
104,P000555,50,50
104,Q000013,0,0
104,Q000016,25,25
104,R000004,0,0
104,R000011,25,25
104,R000033,50,50
104,R000053,100,100
104,R000122,100,100
104,R000141,0,0
104,R000178,100,50
104,R000229,100,75
104,R000252,0,0
104,R000281,100,100
104,R000307,0,0
104,R000385,25,25
104,R000395,0,0
104,R000409,0,0
104,R000435,0,0
104,R000436,100,100
104,R000459,0,0
104,R000465,67,50
104,R000486,100,100
104,R000487,0,0
104,R000515,100,100
104,S000005,100,100
104,S000018,0,0
104,S000033,100,100
104,S000051,0,0
104,S000094,100,100
104,S000097,25,25
104,S000106,0,0
104,S000109,0,0
104,S000125,25,25
104,S000142,100,100
104,S000148,100,100
104,S000185,100,100
104,S000213,0,0
104,S000244,0,0
104,S000248,100,100
104,S000275,0,0
104,S000303,50,50
104,S000394,0,0
104,S000453,75,75
104,S000462,100,100
104,S000463,0,0
104,S000465,25,25
104,S000480,100,100
104,S000522,0,0
104,S000583,0,0
104,S000587,0,0
104,S000597,0,0
104,S000675,0,0
104,S000718,0,0
104,S000749,75,75
104,S000810,100,100
104,S000822,0,0
104,S000851,25,25
104,S000937,0,0
104,S000948,100,50
104,S001040,100,100
104,S001044,0,0
104,S001045,25,25
104,S001143,0,0
104,S001144,75,75
104,T000024,0,0
104,T000038,75,75
104,T000048,0,0
104,T000058,0,0
104,T000067,0,0
104,T000074,25,25
104,T000113,25,25
104,T000188,33,25
104,T000193,100,100
104,T000238,0,0
104,T000243,67,50
104,T000253,100,75
104,T000260,0,0
104,T000314,100,100
104,T000316,100,100
104,T000317,100,75
104,T000326,100,100
104,T000350,75,75
104,T000405,50,50
104,U000031,25,25
104,V000081,100,100
104,V000087,100,100
104,V000108,100,100
104,V000112,25,25
104,V000124,0,0
104,W000068,0,0
104,W000099,0,0
104,W000119,0,0
104,W000139,100,75
104,W000187,100,100
104,W000207,100,100
104,W000210,0,0
104,W000215,100,100
104,W000267,0,0
104,W000268,0,0
104,W000273,0,0
104,W000391,50,50
104,W000413,0,0
104,W000437,0,0
104,W000520,100,75
104,W000570,100,100
104,W000654,100,100
104,W000672,0,0
104,W000738,100,100
104,W000779,100,100
104,W000784,100,100
104,Y000013,100,50
104,Y000031,0,0
104,Y000033,0,0
104,Z000004,50,50
104,Z000008,100,100
105,A000014,100,100
105,A000022,100,100
105,A000055,0,0
105,A000210,100,100
105,A000215,0,0
105,A000217,0,0
105,A000357,100,100
105,B000013,0,0
105,B000028,75,75
105,B000072,0,0
105,B000081,100,100
105,B000104,0,0
105,B000134,25,25
105,B000169,0,0
105,B000177,75,75
105,B000179,0,0
105,B000208,0,0
105,B000213,0,0
105,B000220,50,50
105,B000229,0,0
105,B000287,100,100
105,B000400,100,100
105,B000403,0,0
105,B000410,100,100
105,B000420,25,25
105,B000461,50,50
105,B000463,0,0
105,B000490,75,75
105,B000518,100,100
105,B000556,0,0
105,B000574,100,100
105,B000575,0,0
105,B000586,75,75
105,B000589,0,0
105,B000617,0,0
105,B000619,50,50
105,B000622,0,0
105,B000644,25,25
105,B000652,75,75
105,B000657,100,75
105,B000716,75,75
105,B000755,0,0
105,B000911,100,100
105,B000918,100,100
105,B000944,100,100
105,B000996,0,0
105,B001066,0,0
105,B001135,0,0
105,B001149,0,0
105,B001203,0,0
105,B001227,100,50
105,B001228,0,0
105,C000052,0,0
105,C000059,0,0
105,C000071,0,0
105,C000100,75,75
105,C000107,0,0
105,C000116,0,0
105,C000134,100,100
105,C000141,100,100
105,C000191,100,100
105,C000243,50,50
105,C000266,0,0
105,C000286,0,0
105,C000345,0,0
105,C000377,0,0
105,C000488,100,100
105,C000494,100,100
105,C000503,75,75
105,C000537,100,100
105,C000556,0,0
105,C000560,0,0
105,C000640,0,0
105,C000653,0,0
105,C000670,50,50
105,C000714,100,100
105,C000722,0,0
105,C000735,25,25
105,C000794,25,25
105,C000830,0,0
105,C000846,100,100
105,C000868,25,25
105,C000873,0,0
