congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,,children,n_children,n_daughter,Check
100,Senate,12103,71,0,CA,100,0,1,"CRANSTON, Alan",C000877,1914,2000,-0.387,-0.207,-104.6685,0.839,596,46,,-0.43,-0.377,,,,,
100,Senate,14915,71,0,CA,200,0,1,"WILSON, Pete",W000607,1933,,0.352,-0.428,-227.81111,0.677,583,109,,0.344,-0.524,,,,,
100,Senate,14002,62,0,CO,200,0,1,"ARMSTRONG, William Lester",A000219,1937,2016,0.508,-0.14,-179.41318,0.745,609,74,,0.547,-0.134,,,,,
100,Senate,14282,62,0,CO,100,0,1,"WIRTH, Timothy E.",W000647,1939,,-0.293,-0.315,-169.46895,0.759,615,76,,-0.272,-0.135,,,,,
100,Senate,12032,1,0,CT,200,0,1,"WEICKER, Lowell Palmer, Jr.",W000253,1931,,0.072,-0.995,-275.70951,0.626,589,150,,-0.026,-1,,,,,
100,Senate,14213,1,0,CT,100,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-141.36086,0.782,575,66,,-0.298,-0.223,,,,,
100,Senate,11044,11,0,DE,200,0,1,"ROTH, William Victor, Jr.",R000460,1921,2003,0.272,-0.39,-381.76747,0.537,614,190,,0.206,-0.091,,,,,
100,Senate,14101,11,0,DE,100,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-67.83033,0.771,261,29,,-0.29,-0.265,,,,,
100,Senate,13101,43,0,FL,100,0,1,"CHILES, Lawton Mainor, Jr.",C000356,1930,1998,-0.224,0.555,-154.17238,0.764,572,67,,-0.219,0.365,,,,,
100,Senate,15503,43,0,FL,100,0,1,"GRAHAM, Daniel Robert (Bob)",G000352,1936,,-0.231,-0.012,-182.25665,0.75,633,84,,-0.194,0.136,,,,,
100,Senate,14108,44,0,GA,100,0,1,"NUNN, Samuel Augustus",N000171,1938,,-0.145,0.754,-161.69127,0.766,608,76,,-0.159,0.437,,,,,
100,Senate,14467,44,0,GA,100,0,1,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196,-150.00565,0.784,615,73,,-0.272,0.407,,,,,
100,Senate,4812,82,0,HI,100,0,1,"INOUYE, Daniel Ken",I000025,1924,2012,-0.319,0.062,-108.86335,0.831,589,54,,-0.329,-0.013,,,,,
100,Senate,10605,82,0,HI,100,0,1,"MATSUNAGA, Spark Masayuki",M000250,1916,1990,-0.379,-0.032,-103.44446,0.839,588,43,,-0.421,-0.127,,,,,
100,Senate,11029,63,0,ID,200,0,1,"McCLURE, James Albertus",M000346,1924,2011,0.492,0.043,-172.90099,0.745,587,85,,0.509,0.092,,,,,
100,Senate,14056,63,0,ID,200,0,1,"SYMMS, Steven Douglas",S001138,1938,,0.687,0.355,-93.32735,0.857,604,37,,0.708,0.16,,,,,
100,Senate,14275,21,0,IL,100,1,1,"SIMON, Paul Martin",S000423,1928,2003,-0.397,-0.224,-44.12607,0.888,371,17,,-0.423,-0.362,,,,,
100,Senate,14902,21,0,IL,100,0,1,"DIXON, Alan John",D000366,1927,2014,-0.188,0.312,-195.90882,0.727,614,91,,-0.179,0.613,,,,,
100,Senate,14447,22,0,IN,200,0,1,"QUAYLE, James Danforth (Dan)",Q000007,1947,,0.498,-0.691,-158.8661,0.76,578,64,,0.469,-0.733,,,,,
100,Senate,14506,22,0,IN,200,0,1,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-225.57858,0.691,611,96,,0.291,-0.603,,,,,
100,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.347,-0.068,-235.80592,0.68777,630,104,,0.28,-0.109,,,,,
100,Senate,14230,31,0,IA,100,1,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-143.83574,0.79,609,70,,-0.443,-0.162,,,,,
100,Senate,10513,32,0,KS,200,0,1,"DOLE, Robert Joseph",D000401,1923,,0.322,-0.279,-141.535,0.783,580,60,,0.31,-0.189,,,,,
100,Senate,14708,32,0,KS,200,0,1,"KASSEBAUM, Nancy Landon",K000017,1932,,0.2,-0.566,-241.58624,0.658,578,102,,0.198,-0.526,,,,,
100,Senate,14302,51,0,KY,100,0,1,"FORD, Wendell Hampton",F000268,1924,2015,-0.277,0.705,-162.77404,0.772,629,75,,-0.285,0.83,,,,,
100,Senate,14921,51,0,KY,200,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.014,-199.9992,0.72689,627,102,,0.333,-0.101,,,,,
100,Senate,13056,45,0,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-159.99127,0.774,624,69,,-0.236,0.722,,,,,
100,Senate,14107,45,0,LA,100,0,1,"JOHNSTON, John Bennett, Jr.",J000189,1932,,-0.192,0.765,-149.84325,0.783,614,57,,-0.27,0.773,,,,,
100,Senate,14010,2,0,ME,200,0,1,"COHEN, William Sebastian",C000598,1940,,0.1,-0.615,-256.43873,0.662,622,124,,0.109,-0.642,,,,,
100,Senate,14713,2,0,ME,100,0,5,"MITCHELL, George John",M000811,1933,,-0.347,-0.03,-122.54298,0.824,632,52,,-0.356,-0.041,,,,,
100,Senate,13039,52,0,MD,100,0,1,"SARBANES, Paul Spyros",S000064,1933,,-0.435,-0.221,-99.90967,0.854,632,50,,-0.405,-0.088,,,,,
100,Senate,14440,52,0,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-92.56548,0.861,617,39,,-0.441,0.042,,,,,
100,Senate,10808,3,0,MA,100,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009,-0.443,-0.49,-70.26227,0.882,559,23,,-0.44,-0.57,,,,,
100,Senate,14920,3,0,MA,100,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-102.46588,0.847,619,46,,-0.368,-0.298,,,,,
100,Senate,11043,23,0,MI,100,0,1,"RIEGLE, Donald Wayne, Jr.",R000249,1938,,-0.426,-0.121,-114.64687,0.831,621,59,,-0.367,0.032,,,,,
100,Senate,14709,23,0,MI,100,0,1,"LEVIN, Carl",L000261,1934,,-0.395,-0.116,-130.70319,0.811,625,69,,-0.418,0.045,,,,,
100,Senate,14701,33,0,MN,200,0,1,"BOSCHWITZ, Rudolph Eli (Rudy)",B000647,1930,,0.275,-0.734,-198.90551,0.72,605,88,,0.27,-0.626,,,,,
100,Senate,14703,33,0,MN,200,0,1,"DURENBERGER, David Ferdinand",D000566,1934,,0.115,-0.793,-225.25577,0.684,594,104,,0.097,-0.774,,,,,
100,Senate,8883,46,0,MS,100,0,1,"STENNIS, John Cornelius",S000852,1901,1995,-0.056,0.998,-217.54671,0.656,516,100,,-0.184,0.465,,,,,
100,Senate,14009,46,0,MS,200,0,1,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-185.00081,0.73353,597,89,,0.265,-0.072,,,,,
100,Senate,14501,34,0,MO,200,0,1,"DANFORTH, John Claggett",D000030,1936,,0.196,-0.641,-245.61266,0.669,612,129,,0.176,-0.449,,,,,
100,Senate,15501,34,0,MO,200,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-218.25894,0.694,598,101,,0.343,-0.415,,,,,
100,Senate,12039,64,0,MT,100,0,1,"MELCHER, John",M000635,1924,,-0.329,0.398,-194.3583,0.734,629,102,,-0.322,0.574,,,,,
100,Senate,14203,64,0,MT,100,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-171.55834,0.761,629,75,,-0.308,0.318,,,,,
100,Senate,14512,35,0,NE,100,0,1,"ZORINSKY, Edward",Z000013,1928,1987,-0.095,0.995,,,,,,0.014,0.598,,,,,
100,Senate,14704,35,0,NE,100,0,1,"EXON, J. James",E000284,1921,2005,-0.214,0.868,-184.03092,0.744,621,82,,-0.229,0.877,,,,,
100,Senate,15505,35,0,NE,200,2,5,"KARNES, David Kemp",K000011,1948,,0.345,-0.201,-141.36294,0.765,529,60,,0.344,-0.183,,,,,
100,Senate,14913,65,0,NV,200,0,1,"HECHT, Jacob Chic",H000439,1928,2006,0.491,-0.147,-162.6293,0.753,572,67,,0.486,0.022,,,,,
100,Senate,15054,65,0,NV,100,0,1,"REID, Harry",R000146,1939,,-0.276,0.258,-182.00591,0.745,617,82,,-0.256,0.355,,,,,
100,Senate,14706,4,0,NH,200,0,1,"HUMPHREY, Gordon John",H000951,1940,,0.589,0.032,-239.10233,0.674,606,104,,0.584,0.103,,,,,
100,Senate,14909,4,0,NH,200,0,1,"RUDMAN, Warren Bruce",R000497,1930,2012,0.301,-0.673,-273.49836,0.63,591,134,,0.286,-0.414,,,,,
100,Senate,14702,12,0,NJ,100,0,1,"BRADLEY, William Warren (Bill)",B001225,1943,,-0.313,-0.568,-138.01728,0.789,581,66,,-0.247,-0.565,,,,,
100,Senate,14914,12,0,NJ,100,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013,-0.382,-0.579,-101.08085,0.847,607,48,,-0.344,-0.42,,,,,
100,Senate,14103,66,0,NM,200,0,1,"DOMENICI, Pete Vichi",D000407,1932,,0.257,-0.247,-172.84298,0.754,611,65,,0.245,-0.252,,,,,
100,Senate,14912,66,0,NM,100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-209.36445,0.71,611,98,,-0.205,0.2,,,,,
100,Senate,14508,13,0,NY,100,0,1,"MOYNIHAN, Daniel Patrick",M001054,1927,2003,-0.301,-0.414,-110.77236,0.836,618,40,,-0.294,-0.378,,,,,
100,Senate,14900,13,0,NY,200,0,1,"D'AMATO, Alfonse Marcello",D000018,1937,,0.182,-0.337,-246.27413,0.673,622,118,,0.211,-0.355,,,,,
100,Senate,14105,47,0,NC,200,0,1,"HELMS, Jesse",H000463,1921,2008,0.631,0.776,-107.46417,0.833,587,39,,0.696,0.718,,,,,
100,Senate,15504,47,0,NC,100,0,1,"SANFORD, (James) Terry",S000055,1917,1998,-0.297,0.137,-123.31865,0.811,589,52,,-0.345,0.076,,,,,
100,Senate,1252,36,0,ND,100,0,1,"BURDICK, Quentin Northrup",B001077,1908,1992,-0.371,0.42,-133.90923,0.806,622,70,,-0.388,0.456,,,,,
100,Senate,15502,36,0,ND,100,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-261.95765,0.66,630,123,,-0.475,0.88,,,,,
100,Senate,14073,24,0,OH,100,0,1,"METZENBAUM, Howard Morton",M000678,1917,2008,-0.492,-0.266,-120.34439,0.819,602,63,,-0.421,-0.182,,,,,
100,Senate,14304,24,0,OH,100,0,1,"GLENN, John Herschel, Jr.",G000236,1921,,-0.262,-0.067,-160.17339,0.77,612,83,,-0.284,-0.176,,,,,
100,Senate,14700,53,0,OK,100,0,1,"BOREN, David Lyle",B000639,1941,,-0.142,0.771,-187.60053,0.723,578,79,,-0.117,0.649,,,,,
100,Senate,14908,53,0,OK,200,0,1,"NICKLES, Donald Lee",N000102,1948,,0.52,0.111,-150.86752,0.783,618,61,,0.508,0.073,,,,,
100,Senate,11203,72,0,OR,200,0,1,"HATFIELD, Mark Odom",H000343,1922,2011,0.056,-0.773,-309.86183,0.598,603,153,,0.083,-0.968,,,,,
100,Senate,12107,72,0,OR,200,0,1,"PACKWOOD, Robert William",P000009,1932,,0.135,-0.78,-200.00009,0.72,609,86,,0.115,-0.828,,,,,
100,Senate,13050,14,0,PA,200,0,1,"HEINZ, Henry John, III",H000456,1938,1991,0.078,-0.735,-207.08897,0.711,607,99,,0.081,-0.544,,,,,
100,Senate,14910,14,0,PA,200,0,1,"SPECTER, Arlen",S000709,1930,2012,0.068,-0.627,-280.12868,0.638,623,145,,0.112,-0.783,,,,,
100,Senate,10818,5,0,RI,100,0,1,"PELL, Claiborne de Borda",P000193,1918,2009,-0.332,-0.326,-127.10097,0.818,631,50,,-0.346,-0.65,,,,,
100,Senate,14500,5,0,RI,200,0,1,"CHAFEE, John Hubbard",C000269,1922,1999,0.084,-0.996,-226.94445,0.689,609,114,,0.043,-0.999,,,,,
100,Senate,9369,48,0,SC,200,0,1,"THURMOND, James Strom",T000254,1902,2003,0.391,0.227,-152.39747,0.784,627,54,,0.353,0.243,,,,,
100,Senate,11204,48,0,SC,100,0,1,"HOLLINGS, Ernest Frederick",H000725,1922,,-0.293,0.925,-295.9377,0.622,624,130,,-0.17,0.985,,,,,
100,Senate,14268,37,0,SD,200,0,1,"PRESSLER, Larry Lee",P000513,1942,,0.213,-0.259,-256.86925,0.658,613,128,,0.291,0.125,,,,,
100,Senate,14617,37,0,SD,100,0,1,"DASCHLE, Thomas Andrew",D000064,1947,,-0.303,0.114,-128.87294,0.812,618,52,,-0.315,0.165,,,,,
100,Senate,14423,54,0,TN,100,1,1,"GORE, Albert Arnold, Jr.",G000321,1948,,-0.316,0.155,-78.44016,0.825,407,35,,-0.379,0.102,,,,,
100,Senate,14509,54,0,TN,100,0,1,"SASSER, James Ralph",S000068,1936,,-0.355,0.562,-136.80646,0.804,628,57,,-0.373,0.547,,,,,
100,Senate,660,49,0,TX,100,0,1,"BENTSEN, Lloyd Millard, Jr.",B000401,1921,2006,-0.163,0.458,-146.8054,0.766,550,59,,-0.171,0.475,,,,,
100,Senate,14628,49,0,TX,200,1,1,"GRAMM, William Philip (Phil)",G000365,1942,,0.551,-0.108,-141.75799,0.788,595,59,,0.585,-0.043,,,,,
100,Senate,14303,67,0,UT,200,0,1,"GARN, Edwin Jacob (Jake)",G000072,1932,,0.495,-0.127,-150.99124,0.773,587,65,,0.507,-0.078,,,,,
100,Senate,14503,67,0,UT,200,0,1,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.004,-195.01309,0.72599,609,85,,0.393,-0.019,,,,,
100,Senate,10562,6,0,VT,200,0,1,"STAFFORD, Robert Theodore",S000776,1913,2006,0.055,-0.695,-177.48953,0.725,551,75,,0.021,-0.858,,,,,
100,Senate,14307,6,0,VT,100,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-120.22297,0.82191,613,55,,-0.376,-0.416,,,,,
100,Senate,14456,40,0,VA,200,0,1,"TRIBLE, Paul Seward, Jr.",T000367,1946,,0.263,0.036,-159.49237,0.772,616,67,,0.303,0.053,,,,,
100,Senate,14712,40,0,VA,200,0,1,"WARNER, John William",W000154,1927,,0.262,-0.131,-190.98127,0.73,606,85,,0.251,-0.046,,,,,
100,Senate,10700,73,0,WA,100,0,1,"ADAMS, Brockman (Brock)",A000031,1927,2004,-0.396,-0.127,-130.6671,0.801,590,57,,-0.415,-0.335,,,,,
100,Senate,14916,73,0,WA,200,2,2,"EVANS, Daniel Jackson",E000236,1925,,0.239,-0.971,-213.47559,0.687,568,99,,0.25,-0.968,,,,,
100,Senate,1366,56,0,WV,100,0,1,"BYRD, Robert Carlyle",B001210,1917,2010,-0.309,0.729,-181.45319,0.752,636,89,,-0.291,0.532,,,,,
100,Senate,14922,56,0,WV,100,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-124.30053,0.818,620,52,,-0.32,0.186,,,,,
100,Senate,7638,25,0,WI,100,0,1,"PROXMIRE, William",P000553,1915,2005,-0.598,0.801,-475.8294,0.473,636,210,,-0.613,0.79,,,,,
100,Senate,14242,25,0,WI,200,0,1,"KASTEN, Robert Walter, Jr.",K000019,1942,,0.261,-0.112,-222.22692,0.701,626,107,,0.33,-0.19,,,,,
100,Senate,14511,68,0,WY,200,0,1,"WALLOP, Malcolm",W000092,1933,2011,0.575,-0.388,-137.49119,0.799,614,54,,0.645,-0.389,,,,,
100,Senate,14710,68,0,WY,200,0,1,"SIMPSON, Alan Kooi",S000429,1931,,0.322,-0.34,-186.29057,0.733,601,79,,0.318,-0.302,,,,,
101,President,99908,99,0,USA,200,0,0,"BUSH, George Herbert Walker",B001166,1924,,0.557,-0.547,-108.6798,0.701,306,53,,,,,,,,
101,House,10717,41,2,AL,200,0,1,"DICKINSON, William Louis",D000326,1925,2008,0.398,-0.057,-257.54155,0.696,710,106,,0.402,-0.246,,,,,
101,House,11000,41,4,AL,100,0,1,"BEVILL, Tom",B000431,1921,2005,-0.213,0.976,-172.45593,0.789,726,76,,-0.182,0.853,,,,,
101,House,11037,41,3,AL,100,5,1,"NICHOLS, William Flynt",N000095,1918,1988,-0.042,0.872,,,,,,,,,,,,
101,House,14419,41,5,AL,100,0,1,"FLIPPO, Ronnie Gene",F000208,1937,,-0.175,0.834,-125.8221,0.804,576,59,,-0.138,0.698,,,,,
101,House,15022,41,6,AL,100,0,1,"ERDREICH, Ben",E000201,1938,,-0.06,0.372,-214.47508,0.752,751,101,,-0.085,0.352,,,,,
101,House,15090,41,1,AL,200,0,1,"CALLAHAN, Herbert Leon (Sonny)",C000052,1932,,0.373,0.202,-230.1059,0.724,714,109,,0.374,0.217,,,,,
101,House,15416,41,7,AL,100,0,1,"HARRIS, Claude, Jr.",H000236,1940,1994,-0.085,0.593,-173.71207,0.793,747,75,,-0.117,0.629,,,,,
101,House,15632,41,3,AL,100,0,2,"BROWDER, John Glen",B000897,1943,,-0.165,0.826,-167.52121,0.792,718,77,,-0.12,0.589,,,,,
101,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.021,-397.2329,0.55853,682,200,,0.292,-0.223,,,,,
101,House,10566,61,2,AZ,100,0,1,"UDALL, Morris King",U000001,1922,1998,-0.387,0.008,-139.70614,0.806,649,52,,-0.416,0.061,,,,,
101,House,14454,61,3,AZ,200,0,1,"STUMP, Robert Lee",S001044,1927,2003,0.703,0.203,-145.26464,0.816,716,52,,0.908,-0.418,,,,,
101,House,15105,61,5,AZ,200,0,1,"KOLBE, James Thomas",K000306,1942,,0.351,-0.534,-262.21043,0.701,737,122,,0.366,-0.559,,,,,
101,House,15429,61,4,AZ,200,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-171.60764,0.79352,742,78,,0.601,-0.323,,,,,
101,House,15440,61,1,AZ,200,0,1,"RHODES, John Jacob, III",R000189,1943,2011,0.407,-0.249,-231.05578,0.734,747,96,,0.41,-0.267,,,,,
101,House,11020,42,3,AR,200,0,1,"HAMMERSCHMIDT, John Paul",H000124,1922,2015,0.253,0.239,-269.23745,0.688,721,116,,0.374,0.378,,,,,
101,House,12000,42,1,AR,100,0,1,"ALEXANDER, William Vollie (Bill), Jr.",A000103,1934,,-0.41,0.819,-188.60666,0.759,684,81,,-0.438,0.899,,,,,
101,House,14601,42,4,AR,100,0,1,"ANTHONY, Beryl Franklin, Jr.",A000213,1938,,-0.254,0.484,-172.99975,0.786,719,72,,-0.305,0.544,,,,,
101,House,95122,42,2,AR,200,0,1,"ROBINSON, Tommy Franklin",R000354,1942,,0.257,0.241,-300.48533,0.626,642,122,,0.259,0.284,,,,,
101,House,10573,71,36,CA,100,0,1,"BROWN, George Edward, Jr.",B000918,1920,1999,-0.506,-0.028,-121.30176,0.836,677,47,,-0.409,0.157,,,,,
101,House,10583,71,10,CA,100,0,1,"EDWARDS, William Donlon (Don)",E000064,1915,2015,-0.599,-0.419,-94.2785,0.877,720,41,,-0.605,-0.248,,,,,
101,House,10595,71,29,CA,100,0,1,"HAWKINS, Augustus Freeman (Gus)",H000367,1907,2007,-0.517,-0.369,-156.00502,0.763,576,44,,-0.455,-0.885,,,,,
101,House,10621,71,25,CA,100,0,1,"ROYBAL, Edward R.",R000485,1916,2005,-0.61,-0.141,-112.8803,0.855,719,42,,-0.643,-0.035,,,,,
101,House,12001,71,32,CA,100,0,1,"ANDERSON, Glenn Malcolm",A000189,1913,1994,-0.269,-0.052,-188.81994,0.774,737,70,,-0.35,0.114,,,,,
101,House,13011,71,8,CA,100,0,1,"DELLUMS, Ronald V.",D000222,1935,,-0.644,-0.646,-106.80315,0.861,715,45,,-0.666,-0.561,,,,,
101,House,14040,71,22,CA,200,0,1,"MOORHEAD, Carlos John",M000926,1922,2011,0.465,-0.119,-208.90721,0.753,738,91,,0.49,-0.09,,,,,
101,House,14053,71,9,CA,100,0,1,"STARK, Fortney Hillman (Pete), Jr.",S000810,1931,,-0.631,-0.605,-153.02203,0.805,706,67,,-0.584,-0.583,,,,,
101,House,14071,71,19,CA,200,0,1,"LAGOMARSINO, Robert John",L000020,1926,,0.378,-0.267,-236.33321,0.73,751,98,,0.369,-0.416,,,,,
101,House,14256,71,7,CA,100,0,1,"MILLER, George",M000725,1945,,-0.552,-0.398,-135.94812,0.826,713,56,,-0.53,-0.608,,,,,
101,House,14257,71,13,CA,100,0,1,"MINETA, Norman Y.",M000794,1931,,-0.479,-0.01,-97.27316,0.875,727,29,,-0.488,-0.062,,,,,
101,House,14280,71,24,CA,100,0,1,"WAXMAN, Henry Arnold",W000215,1939,,-0.473,-0.343,-96.17553,0.872,705,34,,-0.455,-0.409,,,,,
101,House,14405,71,23,CA,100,0,1,"BEILENSON, Anthony Charles",B000318,1932,,-0.44,-0.605,-204.7473,0.753,722,77,,-0.376,-0.564,,,,,
101,House,14414,71,38,CA,200,0,1,"DORNAN, Robert Kenneth",D000435,1933,,0.49,-0.111,-209.05473,0.742,702,92,,0.548,-0.051,,,,,
101,House,14444,71,16,CA,100,0,1,"PANETTA, Leon Edward",P000047,1938,,-0.258,-0.186,-167.29438,0.798,740,72,,-0.343,-0.28,,,,,
101,House,14613,71,15,CA,100,1,1,"COELHO, Tony",C000581,1942,,-0.413,0.344,-10.50872,0.851,65,6,,-0.58,0.814,,,,,
101,House,14616,71,39,CA,200,0,1,"DANNEMEYER, William Edwin",D000044,1929,,0.691,-0.24,-160.37709,0.803,732,60,,0.748,-0.161,,,,,
101,House,14620,71,28,CA,100,0,1,"DIXON, Julian Carey",D000373,1934,2000,-0.458,-0.076,-97.63805,0.869,694,36,,-0.422,-0.044,,,,,
101,House,14624,71,4,CA,100,0,1,"FAZIO, Victor Herbert, Jr.",F000053,1942,,-0.455,0.36,-109.827,0.861,734,40,,-0.455,0.331,,,,,
101,House,14644,71,35,CA,200,0,1,"LEWIS, Charles Jeremy (Jerry)",L000274,1934,,0.348,-0.101,-330.08825,0.626,705,158,,0.359,-0.357,,,,,
101,House,14649,71,3,CA,100,0,1,"MATSUI, Robert T.",M000249,1941,2005,-0.404,-0.03,-133.57214,0.832,725,55,,-0.413,-0.049,,,,,
101,House,14652,71,17,CA,200,0,1,"PASHAYAN, Charles, Jr.",P000097,1941,,0.282,-0.232,-339.75242,0.629,733,170,,0.245,-0.407,,,,,
101,House,14660,71,14,CA,200,0,1,"SHUMWAY, Norman David",S000393,1934,,0.556,0.39,-213.25439,0.746,727,88,,0.609,0.65,,,,,
101,House,14669,71,20,CA,200,0,1,"THOMAS, William Marshall",T000188,1941,,0.371,-0.277,-266.33389,0.688,712,120,,0.378,-0.399,,,,,
101,House,14813,71,33,CA,200,0,1,"DREIER, David Timothy",D000492,1952,,0.478,-0.084,-271.97354,0.695,748,128,,0.448,-0.143,,,,,
101,House,14816,71,31,CA,100,0,1,"DYMALLY, Mervyn Malcolm",D000592,1926,2012,-0.685,-0.039,-109.27819,0.857,710,47,,-0.708,-0.007,,,,,
101,House,14835,71,45,CA,200,0,1,"HUNTER, Duncan Lee",H000981,1948,,0.47,0.02,-256.98261,0.695,706,111,,0.516,-0.225,,,,,
101,House,14837,71,11,CA,100,0,1,"LANTOS, Thomas Peter",L000090,1928,2008,-0.376,-0.033,-117.84385,0.848,713,46,,-0.299,-0.044,,,,,
101,House,14839,71,41,CA,200,0,1,"LOWERY, William David",L000479,1947,,0.33,-0.254,-272.73957,0.675,694,131,,0.308,-0.316,,,,,
101,House,14879,71,30,CA,100,0,1,"MART��NEZ, Matthew G.",M000206,1929,2011,-0.341,0.106,-160.56431,0.789,677,59,,-0.371,0.173,,,,,
101,House,15004,71,44,CA,100,0,1,"BATES, Jim",B000236,1941,,-0.279,-0.682,-255.40884,0.7,715,106,,-0.323,-0.848,,,,,
101,House,15005,71,26,CA,100,0,1,"BERMAN, Howard Lawrence",B000410,1941,,-0.404,-0.286,-104.10143,0.864,714,41,,-0.462,-0.378,,,,,
101,House,15009,71,1,CA,100,0,1,"BOSCO, Douglas Harry",B000648,1946,,-0.271,-0.024,-180.05789,0.778,716,77,,-0.266,0.042,,,,,
101,House,15011,71,6,CA,100,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-103.9014,0.862,701,44,,-0.488,-0.379,,,,,
101,House,15032,71,18,CA,100,0,1,"LEHMAN, Richard Henry",L000225,1948,,-0.27,-0.036,-135.19995,0.827,711,52,,-0.377,0.068,,,,,
101,House,15034,71,27,CA,100,0,1,"LEVINE, Meldon Edises",L000264,1943,,-0.436,-0.24,-93.31161,0.879,723,34,,-0.421,-0.326,,,,,
101,House,15040,71,37,CA,200,0,1,"McCANDLESS, Alfred A.",M000306,1927,,0.474,-0.225,-228.66154,0.731,731,104,,0.494,-0.236,,,,,
101,House,15051,71,43,CA,200,0,1,"PACKARD, Ronald C.",P000005,1931,,0.419,0.152,-238.35248,0.719,724,111,,0.454,0.326,,,,,
101,House,15070,71,34,CA,100,0,1,"TORRES, Esteban Edward",T000316,1930,,-0.487,0.012,-127.64068,0.84,731,43,,-0.469,0.068,,,,,
101,House,15413,71,21,CA,200,0,1,"GALLEGLY, Elton W.",G000021,1944,,0.402,-0.1,-215.22924,0.749,743,81,,0.425,-0.355,,,,,
101,House,15420,71,2,CA,200,0,1,"HERGER, Walter William (Wally)",H000528,1945,,0.551,0.117,-213.5596,0.749,740,87,,0.568,-0.056,,,,,
101,House,15448,71,5,CA,100,0,1,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-89.17393,0.88516,731,34,,-0.531,-0.387,,,,,
101,House,15600,71,12,CA,200,0,1,"CAMPBELL, Thomas J.",C000100,1952,,0.256,-0.907,-456.64066,0.539,739,189,,0.167,-0.735,,,,,
101,House,15601,71,40,CA,200,0,1,"COX, Charles Christopher",C000830,1952,,0.54,-0.236,-251.67163,0.706,724,105,,0.494,-0.201,,,,,
101,House,15621,71,42,CA,200,0,1,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-335.01859,0.63667,742,123,,0.503,-0.119,,,,,
101,House,15635,71,15,CA,100,2,2,"CONDIT, Gary Adrian",C000670,1948,,-0.103,0.3,-216.94115,0.663,528,101,,-0.12,-0.038,,,,,
101,House,14051,62,1,CO,100,0,1,"SCHROEDER, Patricia Scott",S000142,1940,,-0.225,-0.974,-312.88465,0.656,743,177,,-0.187,-0.982,,,,,
101,House,14803,62,4,CO,200,0,1,"BROWN, George Hanks (Hank)",B000919,1940,,0.511,-0.762,-275.96193,0.689,741,113,,0.427,-0.587,,,,,
101,House,15058,62,6,CO,200,0,1,"SCHAEFER, Daniel",S000109,1936,2006,0.479,-0.123,-248.08732,0.713,733,110,,0.438,-0.25,,,,,
101,House,15407,62,3,CO,100,0,1,"CAMPBELL, Ben Nighthorse",C000077,1933,,-0.141,0.07,-259.66464,0.695,715,116,,-0.1,0.126,,,,,
101,House,15419,62,5,CO,200,0,1,"HEFLEY, Joel M.",H000444,1935,,0.591,0.13,-270.09232,0.692,733,117,,0.489,-0.347,,,,,
101,House,15443,62,2,CO,100,0,1,"SKAGGS, David Evans",S000462,1943,,-0.355,-0.187,-169.65869,0.798,750,57,,-0.3,-0.245,,,,,
101,House,14825,1,2,CT,100,0,1,"GEJDENSON, Samuel",G000120,1948,,-0.416,-0.486,-100.05999,0.874,744,37,,-0.394,-0.304,,,,,
